unit_nr,time_in_cycles,vibration,temperature,pressure,flow,power,RUL,failure_mode
1,0,2.3374119113426173,559.4791842935781,283.8415270634954,845.2188938001649,294.5221752174462,3576,seal_wear
1,24,2.4214294870411246,550.1934711481581,277.704758242221,853.3108181122813,307.484792896688,3552,seal_wear
1,48,2.65476177496934,551.9617666276935,278.92562781782715,868.5360780334545,307.16431105872164,3528,seal_wear
1,72,2.58240318919566,544.3855218002311,276.82190922527604,850.031793015103,296.9552979646273,3504,seal_wear
1,96,2.437523607416812,552.0009264605682,280.9103637137489,851.5107369942142,299.9706808623042,3480,seal_wear
1,120,2.7343966862976594,548.650169588278,279.8278590951753,858.7194509560981,290.78425004004947,3456,seal_wear
1,144,2.5734272553525432,553.24445899342,281.83014398467765,841.8409878937041,296.6494239649654,3432,seal_wear
1,168,2.282422681351024,540.6559881909878,277.4156096590587,838.2810945262625,304.2398435143598,3408,seal_wear
1,192,2.5558665663050237,547.5310250694513,278.4468266771476,836.6084466765412,297.57826575544425,3384,seal_wear
1,216,2.584156448521135,549.417387444537,276.50690351641424,843.5672993960432,294.0314970959831,3360,seal_wear
1,240,2.372879988737921,534.5463088149635,276.55782015553825,847.7345633493087,305.8601561885688,3336,seal_wear
1,264,2.7395054176719524,547.6134298263154,273.68998583201864,848.594132027274,302.35428928525425,3312,seal_wear
1,288,2.458281594492781,546.2230998703288,276.9635635845384,838.7735971778873,296.56430297318803,3288,seal_wear
1,312,2.4599460357783403,551.7503920661206,276.75518235414165,830.865993091751,294.91971116800624,3264,seal_wear
1,336,2.586502363371716,552.3173728776388,281.50149889946863,847.5290862434891,303.3634908283564,3240,seal_wear
1,360,2.6022509091222843,555.3463183425653,276.40551227691805,830.1540317215042,298.9805999438192,3216,seal_wear
1,384,2.645868887927654,545.9856212488583,274.7838296090778,842.4801768310456,306.6689228533806,3192,seal_wear
1,408,2.538981812230489,549.0047092939537,278.8572583605708,826.6288759359534,314.3781471760815,3168,seal_wear
1,432,2.4487526875945558,550.833947841422,279.660187564119,845.7831878680388,294.15355834448303,3144,seal_wear
1,456,2.378733625645552,549.9320699736885,273.20095098868484,829.7334660366992,293.7512334233308,3120,seal_wear
1,480,2.1462175748646457,550.0285911629556,275.5259118013543,833.9706287358392,297.53392848655056,3096,seal_wear
1,504,2.4780911874823146,540.6865384718546,278.85603085936833,848.8580001476384,305.8766357677987,3072,seal_wear
1,528,2.364512652059088,548.5281650249289,272.8750833842903,818.5850341328719,303.7359326014719,3048,seal_wear
1,552,2.3416250507555865,553.0808680106726,277.2172528865854,842.5230032742671,301.6735454598298,3024,seal_wear
