unit_nr,time_in_cycles,vibration,temperature,pressure,flow,power,RUL,failure_mode
20,0,0.4997534914739259,40.01378629630595,5.00980286283497,99.57406338084024,199.15804909707265,159,misalignment
20,1,0.5907797135172587,40.60983300788393,5.093616439862241,100.36833502024872,200.6131347067189,158,misalignment
20,2,0.6929307338368714,40.21412529001093,5.091729850403518,100.36566121904926,201.11314528552407,157,misalignment
20,3,0.8106996484747511,40.330557093860016,4.975054262158655,100.78566122725928,200.41804349936965,156,misalignment
20,4,0.8380219327936206,40.7568137623369,4.930446500037059,99.09863311442646,203.21916611731112,155,misalignment
20,5,0.9482045149350912,39.86715027147084,5.042594379580742,100.34653156501194,204.425128645586,154,misalignment
20,6,0.9467764180976722,40.20263462723443,5.001511481384685,99.08318950531486,199.7178983124389,153,misalignment
20,7,1.010417382817828,40.17694435295598,5.023698239714606,100.77410730346833,204.65748436337716,152,misalignment
20,8,1.0012920665808471,39.873181452284,5.07059199230369,100.43301557209745,203.2474439160512,151,misalignment
20,9,1.0344343994476002,39.58105266409459,4.963670450959733,99.59205582419996,201.59588186911623,150,misalignment
20,10,0.973552680193429,40.28472849483926,5.022893506527273,98.92396766590424,202.80583598750255,149,misalignment
20,11,0.9307079773463552,40.1386382720084,4.965410317804654,98.87435550770712,205.4077851137008,148,misalignment
20,12,0.8556188881449891,40.51150707189645,4.975953157953133,100.04749511511736,204.47195403815368,147,misalignment
20,13,0.780799091610058,40.61995164253084,5.023702004823764,100.07673959961107,203.06183086704192,146,misalignment
20,14,0.6930074543147247,40.72824077414664,5.105366016100274,98.98020129180736,203.6698149802096,145,misalignment
20,15,0.5677378989889077,40.26830777188603,5.101988584941431,99.5637673488062,203.4631368333588,144,misalignment
20,16,0.4605888854453913,40.72420704372383,5.010998099929341,98.18814113431652,202.8727840875263,143,misalignment
20,17,0.375132784517632,40.62513953811115,5.019731077397648,100.3871717122642,207.59015150765225,142,misalignment
20,18,0.2977154937669981,39.651910167264425,5.065336857758808,98.97878931447212,205.1626494742878,141,misalignment
20,19,0.2057004577981241,40.27085644916151,5.057208414274238,98.21917412001945,205.4112172629118,140,misalignment
20,20,0.1188156491060146,40.26433974552385,4.969771871893761,98.72814302706584,205.98144007104773,139,misalignment
20,21,0.0774211142449837,41.027682241528936,4.981291477028502,98.89418288953333,205.63771136515757,138,misalignment
20,22,0.0115328516434887,40.302463214182936,5.007933617388569,99.05958543055624,205.5378950158707,137,misalignment
20,23,0.033082526637471,40.16205201956373,4.997121559212246,100.73930571103104,205.93287179639367,136,misalignment
20,24,-0.0005054427237436,40.6486642516797,4.967400092844318,99.72359580160214,208.00892387138893,135,misalignment
20,25,0.0445390571719749,40.383771534892766,5.028574874305722,99.52783410139708,210.67538621864568,134,misalignment
20,26,0.0488940558755351,39.80223642867058,4.981963337759956,99.2008687940137,206.2586698416888,133,misalignment
20,27,0.1016182047829378,40.351108797900245,4.966530025803006,96.87718701557696,207.1218342079177,132,misalignment
20,28,0.1432123546764456,40.840553209990354,5.017704042766395,98.8826116738381,208.2986620295126,131,misalignment
20,29,0.2798753732595311,40.275216931690494,5.018557420629556,97.57968671420116,210.033155244944,130,misalignment
20,30,0.3767686690643514,40.092329847504686,5.075971027073311,98.35313552877862,209.8210435430008,129,misalignment
20,31,0.4473347024315186,40.17305885514533,5.065251368314878,99.19848275393092,208.697932355907,128,misalignment
20,32,0.5727336525908722,40.23562949007809,5.02817708369181,97.0294095894847,206.74242393570685,127,misalignment
20,33,0.6618957226601332,40.69462161917887,4.986750373682621,98.17554494775574,210.86932647028337,126,misalignment
20,34,0.713522632451649,40.706824878358944,5.010317452693795,97.60816742432974,210.7573144991157,125,misalignment
20,35,0.7979326105851524,40.46565588640536,5.017937637585253,97.10685792523051,209.7319565853332,124,misalignment
20,36,0.9065729720219472,40.65455832562709,4.958022821195256,98.26444527376763,212.31080294139235,123,misalignment
20,37,0.943113554693523,40.73742228238343,5.028748118313966,97.75523033764324,211.9597344274442,122,misalignment
20,38,0.9835499339887852,40.55981423113401,5.03477605093136,96.41041275491466,212.37633469733836,121,misalignment
20,39,1.0071475245999697,40.07178670857967,4.881262031487651,98.5008701776894,213.2029525270837,120,misalignment
20,40,0.9846288797164896,40.15407068638252,4.936658735908475,96.12868775903182,207.55402326531816,119,misalignment
20,41,0.9163556765093668,40.66458953297848,4.9847723293400525,99.4703889769665,213.95203784331045,118,misalignment
20,42,0.8992783858526205,40.49609136581846,4.98179918925687,98.16307969679998,211.28757110069049,117,misalignment
20,43,0.8385501642287836,41.138055213625805,5.058508648258538,97.83449583429396,212.2476900720379,116,misalignment
20,44,0.778530753014326,40.3529492261277,5.043819047831778,98.29150919575868,209.7818673650956,115,misalignment
20,45,0.7181069875647137,40.45120977833552,4.990019544597731,96.99216404491382,214.2938940927883,114,misalignment
20,46,0.5888305838750651,41.02431948052324,5.005409882233198,96.58885517822112,211.95470275358213,113,misalignment
20,47,0.4954353222931974,40.60050215532003,4.972994332983184,98.38935765959488,214.87144780253757,112,misalignment
20,48,0.3951327044525495,40.38575373868443,5.001459575742501,95.7747475730552,212.1096229316344,111,misalignment
20,49,0.2610472459278523,40.87384255344203,5.06639272570292,97.87967320622292,213.09833321897293,110,misalignment
20,50,0.197451606886539,40.78233586638621,4.982105182897796,96.88257012595103,215.167880371281,109,misalignment
20,51,0.1320230934200443,40.57830837651225,4.969509529866456,97.90665858127322,211.4609117402056,108,misalignment
20,52,0.0500739627749939,40.14209542217906,4.981225795738487,96.9342345669554,213.3408084451364,107,misalignment
20,53,0.0404185967439377,40.4107488165404,5.002287207098035,97.32145554265549,216.2009561290825,106,misalignment
20,54,-0.0317833358680265,41.1412811936443,4.913795036402654,96.34374712775448,217.81009156772672,105,misalignment
20,55,-0.0400163699804013,40.55744681674865,4.95739260196413,97.41284139250178,218.25376881528197,104,misalignment
20,56,0.0203004928761428,40.62940562271311,4.964882152252399,98.03490097201012,216.16815977245068,103,misalignment
20,57,0.0414884974236853,40.64111902502893,4.99791060936576,97.10392306526283,219.96190464327512,102,misalignment
20,58,0.0865426232820257,40.749900088697615,4.971406085379977,96.3007715454448,220.8723537199402,101,misalignment
20,59,0.1441002503215102,41.10698546217044,5.014556231339701,98.23363767695284,218.74103352076216,100,misalignment
20,60,0.2414794840720317,40.66324409394023,5.015733504642123,95.85932573338968,218.0663855026727,99,misalignment
20,61,0.3261916578921094,41.225794152250494,4.948088358953291,98.85954780798096,213.8436376497907,98,misalignment
20,62,0.4159070311804428,41.204567941920544,4.961371590545815,96.15616652151904,220.4088333256584,97,misalignment
20,63,0.5336546260429748,40.58048021764421,5.029187673832411,96.7386356742774,220.7048845111456,96,misalignment
20,64,0.6063726883950037,40.576646977268574,5.080930042347519,96.48632876192582,217.81421199064727,95,misalignment
20,65,0.72221037373589,40.32906005603895,5.018808312123857,97.67985064165642,217.7218731915789,94,misalignment
20,66,0.8127601153432152,40.96195789630952,4.9621883469439245,96.70555763333222,221.6780363851652,93,misalignment
20,67,0.8739291369422095,41.116975049624166,4.94842308125345,96.23585912881222,218.0248262087728,92,misalignment
20,68,0.9378841097588518,41.10158096135794,5.053734328115315,98.02061578168352,222.0086851835804,91,misalignment
20,69,1.0094794961990952,40.78074912302189,4.964963825335564,96.58507990299933,222.83437936783707,90,misalignment
20,70,1.019349064801761,40.96880268542473,4.987374105087093,95.47412465378272,217.52282477322456,89,misalignment
20,71,0.993502007890768,40.870459811184205,5.05746438255998,95.32118887124396,220.7665749950885,88,misalignment
20,72,1.0171399093608835,40.97147831370484,4.944930217887613,96.80917443606008,221.29251165207413,87,misalignment
20,73,0.9880943480368612,40.61360923354445,4.939440279261405,96.15900150576536,222.24662889421128,86,misalignment
20,74,0.9168737410624496,41.11983460508748,4.964274604277137,96.44886202188802,222.87196913357556,85,misalignment
20,75,0.8243892421371157,40.79781927913423,4.988425039595359,96.14994345635132,223.58639572329173,84,misalignment
20,76,0.7605824715743147,41.16598655335826,5.070352712267578,96.69004034488243,221.565554713733,83,misalignment
20,77,0.6776694381558783,41.03846471925179,5.03012208867202,96.11420547111422,219.7765319138002,82,misalignment
20,78,0.6247243157993035,40.68761025703119,4.933208210306826,94.8626855368516,220.34966215982664,81,misalignment
20,79,0.4668821919086745,41.29503736558539,5.016696125592277,96.22352043138228,224.66215765142863,80,misalignment
