run_id,t,vibration,temperature,pressure,flow,power,RUL,failure_mode
0,0,2.6845317030466567,549.2826888518465,280.59461395769966,837.8269514413698,295.46982102748865,3576,bearing_degradation
0,24,2.3318029468892223,553.1650188785757,281.16559966292783,845.0795320517178,305.07425142348063,3552,bearing_degradation
0,48,2.7841916538832034,556.4047034956996,281.7403569590571,835.8248176715612,299.2227163889765,3528,bearing_degradation
0,72,2.429200152505313,550.5682457905561,280.83914481280027,848.7475492177466,301.1106446043552,3504,bearing_degradation
0,96,2.416013470717545,556.1660382347632,282.373491957282,853.5040234391627,303.55533872737954,3480,bearing_degradation
0,120,2.5033404760539533,554.7665848454471,279.85358631936094,838.3996189490855,301.19438803961475,3456,bearing_degradation
0,144,2.9449244596437,551.5082506700334,278.0007212390435,869.8917892268482,301.41635847372146,3432,bearing_degradation
0,168,2.6713011133401454,543.3425832415187,279.433298260682,852.0810601909195,306.5523671021791,3408,bearing_degradation
0,192,2.781681911653309,545.5014456795575,279.2220386793084,849.7779558558523,302.3568473728519,3384,bearing_degradation
0,216,2.699492173506501,554.4262031752261,274.123569140675,856.7965775134563,306.11398492895245,3360,bearing_degradation
0,240,2.738216953578187,542.2473521073748,278.07726628180865,840.7107191913408,304.723337221592,3336,bearing_degradation
0,264,2.700331400961051,551.47489245948,279.7484074659009,850.5347747916745,312.2844377209346,3312,bearing_degradation
0,288,2.8081315701785066,555.9624280388106,278.19156886957643,841.6313377964241,304.44706708934564,3288,bearing_degradation
0,312,2.8988302750073798,551.8021043112963,277.667581276354,864.2867991008899,305.78986635075387,3264,bearing_degradation
0,336,3.100313881475888,548.1130137721414,280.7027523916091,838.0136065060292,308.3082835699818,3240,bearing_degradation
0,360,2.591128561791745,546.966928215676,276.96690835044916,849.1316545930717,303.31808879975085,3216,bearing_degradation
0,384,3.1374534446442017,555.3607636144068,280.14324530094166,851.6931578515178,300.0107345163528,3192,bearing_degradation
0,408,2.9983562193234237,553.7185364576349,275.97451105842345,852.248257444077,301.0292720943827,3168,bearing_degradation
0,432,2.8871313271659185,550.0125534950685,284.08152387145236,842.3876482691717,301.2774653724876,3144,bearing_degradation
0,456,2.8830762041420637,556.8464623442297,278.0486289461975,839.144905978549,299.04834515901643,3120,bearing_degradation
0,480,3.144535953059947,555.8699889324745,277.7534694214079,842.332048269539,305.5890258460094,3096,bearing_degradation
0,504,3.044899558665285,560.6229692866273,280.60613180577985,853.1832543421028,301.0524172597546,3072,bearing_degradation
0,528,2.802838683761485,554.5944703539354,277.4025903183871,846.3615422908803,305.3742641060092,3048,bearing_degradation
0,552,3.109643001119969,551.0174978291905,281.06985561665135,855.6620880845253,303.8066277814468,3024,bearing_degradation
0,576,3.248923383193971,551.2050453264624,278.823187660973,852.3700371939508,304.5918925335374,3000,bearing_degradation
