unit_nr,time_in_cycles,vibration,temperature,pressure,flow,power,RUL,failure_mode
5,0,2.492061883939039,557.784150294334,279.9268407726998,848.1017893652967,295.9884898028282,3576,bearing_degradation
5,24,2.493481548430476,549.8243391908273,280.7832800324422,853.294444787759,298.2392012174204,3552,bearing_degradation
5,48,2.5787830359398685,550.0539604406428,278.5305782462864,831.7362954780808,302.3227034602113,3528,bearing_degradation
5,72,2.742266385645651,549.3207202513225,278.9838125195375,855.7526285560242,301.1351587661947,3504,bearing_degradation
5,96,2.4196796316882017,551.5733601518059,277.63571299183053,852.0084789279423,305.46066157008426,3480,bearing_degradation
5,120,2.780301540836731,547.7670810275232,279.6060341548498,849.0873019113836,293.8186652062601,3456,bearing_degradation
5,144,2.692830927321729,551.5655474069994,278.30085434271507,877.7619565723608,295.4444345323131,3432,bearing_degradation
5,168,2.794110230097033,549.6756025999921,280.4436658970682,834.0142254360177,303.87451543465306,3408,bearing_degradation
5,192,2.8290576326155032,553.106344209614,280.4480630949756,870.8507096024648,295.702801989032,3384,bearing_degradation
5,216,2.8629342594867406,547.8680663645358,280.15964186049115,833.7607812656439,302.38419375659475,3360,bearing_degradation
5,240,2.86487686456891,553.1029407235335,281.03028902622503,838.9411738230508,302.1061605416576,3336,bearing_degradation
5,264,2.779892914496243,551.0723384889237,277.6289208655283,862.5961420418963,299.9809643802093,3312,bearing_degradation
5,288,2.5750798843978107,546.119859403369,277.12501983696984,860.6488902916409,302.2450751793484,3288,bearing_degradation
5,312,2.9730018477470628,552.3156344693713,279.8548993741544,837.3659476006804,292.14287313666887,3264,bearing_degradation
5,336,2.948121697196395,546.2271214317378,279.43662014828743,852.5730218586748,300.31271392894706,3240,bearing_degradation
5,360,2.971523249762655,559.5821491127318,277.1930188133963,846.0428513959232,309.90183586682133,3216,bearing_degradation
5,384,2.960080795341065,547.7313798941536,277.58275634896614,830.1951311035175,302.070348661576,3192,bearing_degradation
5,408,3.085076268590376,566.1203271272157,279.3201749588486,841.5095360580044,301.70639447234885,3168,bearing_degradation
5,432,2.9987322004130954,549.9135065935772,279.63738814929343,836.0424856064424,308.2023158810365,3144,bearing_degradation
5,456,3.05783475084459,565.6662048916451,276.15771568058136,844.8181387867244,295.0566442410263,3120,bearing_degradation
5,480,3.050625794226321,550.7027679961315,278.65648781137816,857.4135672410594,305.5819549757846,3096,bearing_degradation
5,504,3.1660693311890613,554.5369833349348,277.3040697609001,844.0568386301668,307.16203420226697,3072,bearing_degradation
5,528,3.2215354410989256,551.7027743962294,280.5250365954648,841.9332362752061,298.66037202070413,3048,bearing_degradation
5,552,2.8871888116469204,553.0937569259414,280.2906067343292,856.3134244485916,313.51755082931953,3024,bearing_degradation
5,576,3.280561277646364,540.6623348758075,278.40260613498793,855.3924044255988,307.0607396335575,3000,bearing_degradation
5,600,3.0623785329405013,549.8134384700406,282.404650232528,857.001080317307,304.84291346239684,2976,bearing_degradation
5,624,3.2003112004555767,546.3987673852747,280.2322813580194,839.7986378982283,302.0558479315424,2952,bearing_degradation
5,648,3.1364608966263976,552.3862937366426,278.6689657783897,845.1487342691232,306.1914109041089,2928,bearing_degradation
5,672,3.101669293445026,550.6139809462779,280.0745119012373,858.5716582934027,305.17046580935425,2904,bearing_degradation
5,696,3.1859168274684992,544.2839662951124,278.9888276062979,840.179980928198,299.399996174411,2880,bearing_degradation
5,720,3.214879914257688,553.5897412472583,278.05774451599126,841.1749482052844,302.29510075445046,2856,bearing_degradation
5,744,3.373211345073098,555.1177698722297,277.7426089517725,848.3809526149739,303.4832490252003,2832,bearing_degradation
5,768,3.249954705278638,554.8326574523934,277.6089338890349,852.991928491841,297.62100301127214,2808,bearing_degradation
5,792,3.068809089328336,551.440778680574,280.70237519223,846.3428590300872,309.9162607664836,2784,bearing_degradation
5,816,3.4581353217711257,561.4323661905933,279.75902699357914,832.869323071772,304.43901445783087,2760,bearing_degradation
5,840,3.333455756428809,553.5186731696516,276.90610617783574,829.9858844657964,305.68559723930474,2736,bearing_degradation
5,864,3.359104009721304,545.5371085735396,273.10262955737846,837.876154639886,316.96873226771334,2712,bearing_degradation
5,888,3.3247126255030945,551.740532762118,280.033575398693,844.147911555142,310.95406815242035,2688,bearing_degradation
5,912,3.333404929061827,550.4845903423999,276.2903633060447,858.8925749611137,301.2849729275671,2664,bearing_degradation
5,936,3.7021416491804686,559.5258401584854,276.2849003806208,841.0344825430872,311.44961520162377,2640,bearing_degradation
5,960,3.547407388551687,555.0735207169222,277.6962318467164,838.0536450517146,315.9718300924655,2616,bearing_degradation
5,984,3.4669031069212566,549.741928691062,277.898597041874,837.6270005292196,315.6618743891261,2592,bearing_degradation
5,1008,3.153060842597124,553.2431382308016,278.2801076318097,860.9991114479527,306.6610698885892,2568,bearing_degradation
5,1032,3.3279125661802667,554.4884345294438,274.56949145252224,849.6128090096629,298.3018983915815,2544,bearing_degradation
5,1056,3.723636009359817,546.4300729157562,275.7444237417495,846.0279597923738,307.18329888998574,2520,bearing_degradation
5,1080,3.619432138928204,557.3076880200005,274.5283426737842,850.9077233546259,316.6766080601799,2496,bearing_degradation
5,1104,3.2748038461037927,549.0103917555308,276.2669737399796,847.8511220659979,318.4827235710245,2472,bearing_degradation
5,1128,3.555916184565051,555.5945601346408,280.79033430325103,848.9695362974943,306.6161573564665,2448,bearing_degradation
5,1152,3.734952925331302,552.7274176976194,276.01484412108067,823.513340747533,305.8328047157154,2424,bearing_degradation
5,1176,3.622829831708864,551.7638481225081,279.7148688942762,850.2042692758203,319.4725188162955,2400,bearing_degradation
5,1200,3.592581975853733,552.0983487510537,274.6167723629455,844.7591799027646,300.78394192786067,2376,bearing_degradation
5,1224,3.694876194484541,558.1311013942875,276.93540228947853,856.4211306341347,314.18903585873016,2352,bearing_degradation
5,1248,3.8068211218999215,549.018564890411,275.6024581261972,825.238212756247,317.6599764086719,2328,bearing_degradation
5,1272,3.8990424762617497,547.1981322982787,274.97044660954094,839.2491393309905,307.6120368319716,2304,bearing_degradation
5,1296,3.876553165747573,552.5289729561093,271.47952243867184,861.1789042388943,310.78658619832595,2280,bearing_degradation
5,1320,3.839526343688145,552.2074833931723,273.36227070675943,834.4078219228709,307.3807888341408,2256,bearing_degradation
5,1344,4.019617002540755,545.0209748019398,280.9190461144281,850.822634745503,313.9032315056522,2232,bearing_degradation
5,1368,3.740874229553607,553.1409232058554,274.9702280719127,848.1064300286025,318.0797525678856,2208,bearing_degradation
5,1392,4.089536323249387,549.8736201503613,275.73523504952914,851.4504731453841,310.77857633682913,2184,bearing_degradation
5,1416,3.758592045967072,554.8377980513045,275.70576887463056,833.4735783984177,313.47029023350944,2160,bearing_degradation
5,1440,3.9392603276459535,559.681381442011,275.1454524449644,846.8713074106698,308.76116081308345,2136,bearing_degradation
5,1464,3.8547318487954376,549.7831407844816,275.90433208619334,836.2494853710904,305.2964461965,2112,bearing_degradation
5,1488,3.873070769556782,556.6588456490405,273.4926888103511,846.4656587162972,310.02904539981523,2088,bearing_degradation
5,1512,3.8813410474488528,561.1339725670487,273.7227793063625,863.8984339258892,318.9473803859575,2064,bearing_degradation
5,1536,4.036688879684304,553.790716299453,276.1035455235809,839.086967715773,315.19939514387573,2040,bearing_degradation
5,1560,4.289120771069831,546.9473819641224,273.3655686955553,843.0071480716637,313.7368294422512,2016,bearing_degradation
5,1584,3.968083244078685,556.3457129646404,273.51734154820025,830.3661146291806,315.6454462084708,1992,bearing_degradation
5,1608,4.1743153135106015,563.3846650189454,273.53262118830094,836.6259983378484,312.0759714697152,1968,bearing_degradation
5,1632,4.312309845511759,561.3545665009128,270.39640716680043,851.572416101873,312.43852998691347,1944,bearing_degradation
5,1656,4.063728634343852,564.7617681876766,272.9262978091112,849.1314895093225,314.5012832360965,1920,bearing_degradation
5,1680,4.220990836101211,553.7168792103954,273.8727962675459,841.7779873126262,314.0069799892164,1896,bearing_degradation
5,1704,3.888919638067809,549.639076892714,274.1087863207887,846.7666945168106,315.25696449852,1872,bearing_degradation
5,1728,4.488090199944164,557.0761244756058,272.2621485909356,852.0617740638162,323.6498143106625,1848,bearing_degradation
5,1752,4.334681430098817,557.6429297763033,273.0417318425255,842.54812567388,321.9976730960982,1824,bearing_degradation
